               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.039518,            0.020016,           0.0005074,             0.91026,             0.90172,             0.94592,             0.60533,            0.036461,            0.017534,          0.00059867,           0.0076269,           0.0076269,           0.0076269
                 112,            0.039371,            0.019267,          0.00058421,              0.9101,             0.90287,             0.94554,             0.60507,            0.036497,            0.017572,          0.00061224,           0.0075886,           0.0075886,           0.0075886
                 113,            0.039866,            0.019711,          0.00063269,             0.90921,             0.90181,             0.94618,             0.60385,            0.036464,            0.017538,          0.00058209,           0.0075501,           0.0075501,           0.0075501
                 114,            0.039407,            0.019401,          0.00053623,             0.90955,             0.90332,             0.94713,             0.60772,            0.036532,            0.017597,           0.0006055,           0.0075114,           0.0075114,           0.0075114
                 115,            0.039718,            0.020412,          0.00053406,             0.90432,             0.90265,              0.9468,             0.60631,            0.036403,            0.017524,          0.00062855,           0.0074725,           0.0074725,           0.0074725
                 116,            0.039468,             0.01979,          0.00054163,             0.91934,             0.89361,             0.94669,             0.60886,            0.036395,            0.017488,          0.00059506,           0.0074335,           0.0074335,           0.0074335
                 117,            0.039404,            0.019654,          0.00049011,             0.91434,             0.89906,             0.94912,             0.60976,             0.03638,            0.017441,          0.00056685,           0.0073943,           0.0073943,           0.0073943
                 118,            0.039409,            0.020215,          0.00051273,             0.91687,             0.89899,             0.94832,             0.61065,             0.03636,            0.017475,          0.00059011,            0.007355,            0.007355,            0.007355
                 119,            0.039502,            0.020024,          0.00054808,             0.91202,             0.89791,             0.94851,             0.60938,            0.036421,            0.017487,          0.00062643,           0.0073155,           0.0073155,           0.0073155
                 120,            0.039517,            0.019549,          0.00057508,             0.90804,             0.90418,             0.94976,             0.61199,            0.036306,             0.01747,           0.0006192,           0.0072758,           0.0072758,           0.0072758
                 121,            0.039111,            0.019418,          0.00048822,             0.91698,             0.89692,              0.9487,              0.6082,            0.036311,            0.017479,          0.00061248,           0.0072361,           0.0072361,           0.0072361
                 122,            0.039558,            0.019999,          0.00049028,             0.91884,             0.89569,             0.94787,             0.60831,            0.036301,            0.017492,          0.00057636,           0.0071962,           0.0071962,           0.0071962
                 123,            0.039196,            0.019593,          0.00046606,             0.90908,             0.90659,             0.94958,              0.6118,            0.036199,            0.017459,          0.00059848,           0.0071561,           0.0071561,           0.0071561
                 124,            0.039153,            0.019756,          0.00050172,             0.91144,             0.90553,              0.9483,             0.61024,            0.036229,            0.017449,          0.00053577,            0.007116,            0.007116,            0.007116
                 125,            0.039098,            0.019561,          0.00054194,             0.92832,              0.8904,             0.94905,             0.61108,            0.036328,            0.017484,          0.00053003,           0.0070757,           0.0070757,           0.0070757
                 126,             0.03923,             0.01947,           0.0005441,             0.91948,             0.89639,             0.95109,             0.61159,             0.03623,            0.017488,          0.00054178,           0.0070353,           0.0070353,           0.0070353
                 127,            0.039097,            0.019918,          0.00047462,             0.91369,             0.90145,             0.94978,             0.60867,            0.036341,            0.017521,          0.00052956,           0.0069948,           0.0069948,           0.0069948
                 128,            0.039015,            0.019628,          0.00050035,             0.90886,             0.90462,             0.94898,             0.61205,            0.036311,            0.017481,          0.00060134,           0.0069541,           0.0069541,           0.0069541
                 129,             0.03909,            0.019567,          0.00053673,             0.91019,              0.9076,             0.94964,             0.61067,            0.036321,            0.017482,          0.00059435,           0.0069134,           0.0069134,           0.0069134
