               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,             0.03961,            0.016338,           0.0059896,             0.67069,             0.56657,             0.57878,             0.31173,            0.038884,            0.012114,            0.007583,           0.0085173,           0.0085173,           0.0085173
                  87,            0.039631,             0.01618,            0.006065,             0.66744,             0.56899,             0.57885,             0.31245,            0.038835,              0.0121,           0.0075746,           0.0084846,           0.0084846,           0.0084846
                  88,            0.039331,            0.016146,           0.0058101,             0.66783,             0.56937,             0.57933,             0.31353,            0.038777,            0.012085,           0.0075664,           0.0084516,           0.0084516,           0.0084516
                  89,            0.039332,            0.016033,           0.0059274,             0.67191,             0.56576,             0.57955,             0.31404,            0.038722,             0.01207,           0.0075597,           0.0084184,           0.0084184,           0.0084184
                  90,            0.039087,            0.015969,           0.0055635,             0.65902,             0.57747,             0.58099,             0.31459,             0.03867,            0.012057,           0.0075638,           0.0083849,           0.0083849,           0.0083849
                  91,            0.039195,            0.016087,           0.0056856,             0.65738,              0.5783,             0.58241,             0.31541,            0.038625,            0.012044,           0.0075612,           0.0083511,           0.0083511,           0.0083511
                  92,            0.039056,            0.016079,           0.0055798,             0.65501,             0.58139,             0.58187,             0.31601,            0.038578,            0.012027,            0.007549,           0.0083171,           0.0083171,           0.0083171
                  93,            0.038901,            0.015955,           0.0056448,             0.65586,             0.58245,             0.58308,             0.31662,            0.038532,            0.012014,           0.0075357,           0.0082829,           0.0082829,           0.0082829
                  94,            0.038485,             0.01595,           0.0057516,             0.68587,             0.56073,             0.58267,              0.3169,            0.038483,            0.011995,           0.0075305,           0.0082483,           0.0082483,           0.0082483
                  95,            0.038731,            0.015989,           0.0054533,              0.6457,             0.58834,             0.58316,             0.31776,            0.038431,            0.011983,           0.0075263,           0.0082136,           0.0082136,           0.0082136
                  96,            0.038786,            0.015986,           0.0058484,             0.64977,             0.58749,             0.58421,              0.3186,             0.03839,            0.011969,           0.0075189,           0.0081786,           0.0081786,           0.0081786
                  97,            0.038435,            0.015921,            0.005433,             0.65234,             0.58656,             0.58447,              0.3193,            0.038354,            0.011954,            0.007524,           0.0081433,           0.0081433,           0.0081433
                  98,            0.038442,            0.015868,             0.00545,             0.65618,             0.58682,             0.58565,             0.32002,            0.038313,            0.011942,           0.0075144,           0.0081078,           0.0081078,           0.0081078
                  99,            0.038553,             0.01588,           0.0053114,             0.68475,             0.56413,             0.58572,             0.32012,            0.038275,             0.01193,           0.0075059,           0.0080721,           0.0080721,           0.0080721
                 100,            0.038363,            0.015693,           0.0053626,             0.68508,             0.56498,              0.5862,             0.32081,            0.038232,            0.011919,           0.0075015,           0.0080362,           0.0080362,           0.0080362
                 101,            0.038169,            0.015674,           0.0052856,             0.64635,             0.59622,             0.58814,             0.32157,            0.038191,            0.011906,           0.0074941,               0.008,               0.008,               0.008
                 102,            0.038318,              0.0158,           0.0054158,              0.6821,             0.56759,             0.58811,             0.32161,            0.038154,            0.011893,           0.0074931,           0.0079636,           0.0079636,           0.0079636
                 103,            0.037884,            0.015725,           0.0054033,             0.69006,             0.56506,             0.58999,             0.32188,            0.038108,            0.011881,           0.0074845,            0.007927,            0.007927,            0.007927
                 104,            0.038228,            0.015678,           0.0053205,             0.68496,             0.56801,             0.58916,             0.32258,            0.038065,            0.011869,           0.0074804,           0.0078902,           0.0078902,           0.0078902
                 105,            0.038028,            0.015518,           0.0052471,             0.68875,              0.5659,             0.59061,             0.32478,            0.038021,            0.011856,           0.0074658,           0.0078532,           0.0078532,           0.0078532
                 106,             0.03802,            0.015525,           0.0051915,             0.68948,             0.56771,             0.59236,             0.32581,            0.037976,            0.011844,           0.0074494,            0.007816,            0.007816,            0.007816
                 107,            0.037725,            0.015603,           0.0053307,             0.68857,             0.56549,             0.59058,               0.326,            0.037934,            0.011832,           0.0074358,           0.0077785,           0.0077785,           0.0077785
                 108,            0.037482,            0.015459,            0.005105,             0.68313,             0.56884,             0.59162,             0.32601,            0.037901,            0.011816,           0.0074226,           0.0077409,           0.0077409,           0.0077409
                 109,            0.037548,            0.015288,           0.0050729,             0.68031,             0.57412,             0.59314,             0.32657,            0.037869,            0.011804,           0.0074198,           0.0077031,           0.0077031,           0.0077031
                 110,            0.037063,            0.015165,            0.004954,             0.66202,             0.58732,              0.5932,             0.32766,            0.037842,            0.011791,           0.0074055,           0.0076651,           0.0076651,           0.0076651
                 111,            0.037226,             0.01531,           0.0049389,             0.66505,             0.58706,              0.5951,             0.32795,            0.037804,            0.011781,           0.0073954,           0.0076269,           0.0076269,           0.0076269
                 112,            0.037394,            0.015361,            0.004976,              0.6722,             0.58439,             0.59712,             0.32843,            0.037768,            0.011772,           0.0073778,           0.0075886,           0.0075886,           0.0075886
                 113,            0.037281,            0.015337,            0.004921,              0.6592,             0.59506,               0.597,             0.32905,            0.037733,            0.011761,           0.0073549,           0.0075501,           0.0075501,           0.0075501
                 114,            0.037175,            0.015314,           0.0048836,             0.66243,             0.59193,             0.59792,             0.32991,            0.037692,            0.011749,           0.0073353,           0.0075114,           0.0075114,           0.0075114
                 115,            0.037227,            0.015182,           0.0048238,             0.66147,              0.5949,              0.5995,             0.33051,            0.037653,            0.011732,           0.0073126,           0.0074725,           0.0074725,           0.0074725
                 116,            0.037184,             0.01517,           0.0049292,             0.66756,             0.59345,             0.60035,             0.33143,            0.037613,            0.011718,           0.0072958,           0.0074335,           0.0074335,           0.0074335
                 117,            0.036768,             0.01517,           0.0047872,             0.65632,             0.60498,             0.60143,             0.33191,            0.037576,            0.011704,           0.0072797,           0.0073943,           0.0073943,           0.0073943
                 118,            0.036948,            0.015164,           0.0047957,             0.65829,             0.60376,             0.60212,             0.33288,            0.037534,            0.011688,           0.0072675,            0.007355,            0.007355,            0.007355
